#Data tag : 24v2 , Norm tag: composite
+-------------+-------------------+------+------+----------------+---------------+
| run:fill    | time              | nls  | ncms | delivered(/pb) | recorded(/pb) |
| 302573:6186 | 09/10/17 10:44:44 | 1249 | 1249 | 195.560359494  | 191.233207639 |
| 302596:6189 | 09/11/17 03:28:46 | 926  | 920  | 182.911309958  | 175.952706176 |
| 302597:6189 | 09/11/17 09:35:10 | 1054 | 1054 | 150.751657523  | 147.725150805 |
| 302634:6191 | 09/12/17 01:21:56 | 582  | 582  | 124.600289935  | 118.288296511 |
| 302635:6191 | 09/12/17 05:18:01 | 1252 | 1252 | 193.013676581  | 187.761803635 |
| 302651:6192 | 09/12/17 16:37:00 | 149  | 146  | 34.435507964   | 30.473822371  |
| 302654:6192 | 09/12/17 17:38:00 | 317  | 317  | 66.625637687   | 64.966929210  |
| 302661:6193 | 09/12/17 22:27:07 | 72   | 67   | 15.603325696   | 9.678413485   |
| 302663:6193 | 09/12/17 23:00:30 | 706  | 706  | 140.086186346  | 136.453580489 |
| 303825:6239 | 09/24/17 07:38:22 | 180  | 180  | 23.541824510   | 23.103824369  |
| 303832:6240 | 09/24/17 11:12:03 | 1857 | 1857 | 335.283131313  | 325.506696068 |
| 303838:6241 | 09/25/17 01:48:14 | 1963 | 1963 | 397.282277161  | 384.445572051 |
| 303885:6243 | 09/25/17 19:09:18 | 1993 | 1993 | 420.583637164  | 404.821207603 |
| 303948:6245 | 09/26/17 12:47:20 | 1624 | 1624 | 370.288254858  | 355.530631541 |
| 303998:6247 | 09/27/17 07:04:50 | 262  | 262  | 79.882630559   | 73.596288657  |
| 303999:6247 | 09/27/17 08:51:42 | 751  | 747  | 182.527825562  | 174.611820051 |
| 304000:6247 | 09/27/17 13:43:21 | 56   | 56   | 10.986625518   | 10.774175988  |
| 304062:6252 | 09/27/17 20:37:25 | 1961 | 1961 | 399.555672899  | 386.553331369 |
| 304119:6253 | 09/28/17 12:28:48 | 76   | 72   | 24.734304197   | 21.193757476  |
| 304120:6253 | 09/28/17 13:00:38 | 253  | 252  | 78.614282685   | 73.031483606  |
| 304125:6253 | 09/28/17 14:40:12 | 1769 | 1769 | 351.480682626  | 342.204188463 |
| 304144:6255 | 09/29/17 05:27:56 | 2580 | 2580 | 562.934838392  | 539.878933921 |
| 304158:6258 | 09/30/17 06:34:02 | 1922 | 1922 | 387.974056782  | 375.498619606 |
| 304169:6259 | 09/30/17 22:12:01 | 1668 | 1666 | 354.595223116  | 342.762877790 |
| 304170:6259 | 10/01/17 09:08:28 | 620  | 620  | 78.347285660   | 76.873097529  |
| 304199:6261 | 10/01/17 18:52:32 | 9    | 5    | 2.854890352    | 0.059480643   |
| 304200:6261 | 10/01/17 18:55:56 | 321  | 321  | 93.740323717   | 88.923342444  |
| 304204:6262 | 10/01/17 23:41:28 | 553  | 553  | 164.507432125  | 154.625476832 |
| 304209:6263 | 10/02/17 05:33:50 | 405  | 405  | 127.183489082  | 117.154046895 |
| 304291:6266 | 10/02/17 17:40:12 | 30   | 22   | 8.617687674    | 3.403618021   |
| 304292:6266 | 10/02/17 17:51:42 | 1753 | 1753 | 371.924006882  | 351.178630310 |
| 304333:6268 | 10/03/17 11:50:16 | 1580 | 1580 | 385.979493236  | 370.319899442 |
| 304354:6269 | 10/04/17 03:17:59 | 214  | 214  | 72.878034286   | 68.754912548  |
| 304366:6271 | 10/04/17 09:20:21 | 1819 | 1819 | 440.043833622  | 423.218020146 |
| 304446:6272 | 10/05/17 00:46:48 | 55   | 55   | 19.641871778   | 16.901031760  |
| 304447:6272 | 10/05/17 01:17:36 | 1639 | 1639 | 390.819188596  | 372.949068813 |
| 304451:6272 | 10/05/17 12:14:42 | 60   | 54   | 8.876465709    | 7.535451145   |
| 304505:6275 | 10/05/17 18:53:15 | 27   | 26   | 9.590346499    | 7.777290977   |
| 304506:6275 | 10/05/17 19:04:50 | 370  | 370  | 125.690770364  | 120.559384284 |
| 304507:6275 | 10/05/17 21:32:15 | 239  | 235  | 71.105033506   | 51.146121423  |
| 304508:6275 | 10/05/17 23:07:03 | 1324 | 1324 | 258.346593207  | 251.538748887 |
| 304562:6276 | 10/06/17 12:30:33 | 794  | 794  | 237.904225978  | 224.255758155 |
| 304616:6278 | 10/06/17 22:15:30 | 942  | 942  | 270.875543361  | 256.324587675 |
| 304625:6279 | 10/07/17 07:35:53 | 464  | 462  | 157.053941500  | 137.656178119 |
| 304626:6279 | 10/07/17 10:38:44 | 8    | 8    | 2.556743094    | 2.338715802   |
| 304654:6283 | 10/08/17 01:25:39 | 652  | 645  | 209.544240097  | 175.262685827 |
| 304655:6283 | 10/08/17 05:39:51 | 1194 | 1194 | 242.242519114  | 233.233411306 |
| 304661:6284 | 10/08/17 15:49:49 | 145  | 142  | 50.515082544   | 46.569861549  |
| 304662:6284 | 10/08/17 17:02:49 | 150  | 147  | 48.713960352   | 43.947023388  |
| 304663:6284 | 10/08/17 18:01:29 | 689  | 689  | 187.746762988  | 179.190468756 |
| 304671:6285 | 10/09/17 00:42:58 | 1143 | 1139 | 329.289399643  | 311.369766345 |
| 304672:6285 | 10/09/17 08:09:10 | 60   | 60   | 12.610661772   | 12.321437269  |
| 304737:6287 | 10/09/17 19:53:10 | 81   | 75   | 28.230574864   | 24.329697773  |
| 304738:6287 | 10/09/17 20:24:42 | 1681 | 1677 | 432.432255812  | 414.831722091 |
| 304739:6287 | 10/10/17 07:20:18 | 14   | 11   | 2.239243122    | 1.578542523   |
| 304740:6287 | 10/10/17 07:25:27 | 278  | 278  | 41.559819435   | 40.585740328  |
| 304776:6288 | 10/10/17 12:08:18 | 50   | 41   | 17.340557935   | 9.449808310   |
| 304777:6288 | 10/10/17 12:27:41 | 504  | 497  | 167.780886437  | 157.772941002 |
| 304778:6288 | 10/10/17 15:47:07 | 1297 | 1297 | 277.141700883  | 269.341624780 |
| 304797:6291 | 10/11/17 07:04:09 | 2910 | 2910 | 585.771101700  | 563.303531347 |
| 305044:6297 | 10/13/17 21:00:45 | 222  | 218  | 73.663236595   | 67.934860122  |
| 305045:6297 | 10/13/17 23:11:07 | 873  | 873  | 214.926371877  | 205.600809506 |
| 305046:6297 | 10/14/17 04:51:45 | 683  | 683  | 113.699047530  | 110.783228139 |
| 305059:6298 | 10/14/17 11:45:00 | 512  | 510  | 175.458070872  | 159.636672917 |
| 305062:6298 | 10/14/17 15:13:17 | 8    | 5    | 2.721669133    | 1.321196424   |
| 305063:6298 | 10/14/17 15:18:15 | 35   | 35   | 11.688387398   | 9.682738057   |
| 305064:6298 | 10/14/17 15:34:27 | 2045 | 2045 | 398.666609019  | 386.727022258 |
| 305081:6300 | 10/15/17 09:05:35 | 1056 | 1056 | 337.671953942  | 318.620942270 |
| 305112:6303 | 10/15/17 23:07:00 | 1460 | 1455 | 425.473360413  | 405.903831799 |
| 305113:6303 | 10/16/17 08:40:46 | 64   | 59   | 12.565284562   | 11.118179759  |
| 305114:6303 | 10/16/17 09:05:22 | 526  | 526  | 88.891509304   | 86.736720959  |
| 305178:6304 | 10/16/17 17:19:50 | 56   | 53   | 19.725606873   | 17.361503871  |
| 305179:6304 | 10/16/17 17:41:42 | 21   | 17   | 7.398758319    | 3.897753987   |
| 305180:6304 | 10/16/17 17:50:42 | 9    | 5    | 3.136613975    | 0.560356027   |
| 305181:6304 | 10/16/17 17:55:03 | 8    | 7    | 2.842876051    | 0.591000810   |
| 305182:6304 | 10/16/17 18:00:34 | 8    | 5    | 2.803440770    | 0.961555577   |
| 305183:6304 | 10/16/17 18:04:56 | 236  | 232  | 82.865910546   | 78.105057009  |
| 305184:6304 | 10/16/17 19:50:14 | 8    | 8    | 2.771508896    | 0.104648561   |
| 305186:6304 | 10/16/17 19:58:49 | 415  | 415  | 128.957665780  | 123.450024747 |
| 305188:6304 | 10/16/17 23:07:05 | 1002 | 1002 | 207.489012131  | 201.252231095 |
| 305202:6305 | 10/17/17 08:18:29 | 653  | 648  | 224.373544276  | 210.046472342 |
| 305204:6305 | 10/17/17 13:20:31 | 1229 | 1229 | 266.851050739  | 258.435421193 |
| 305207:6306 | 10/17/17 23:34:03 | 1026 | 1026 | 335.195536564  | 321.743884517 |
| 305208:6306 | 10/18/17 06:15:41 | 372  | 372  | 87.896988589   | 84.296991189  |
| 305234:6307 | 10/18/17 11:00:15 | 48   | 46   | 16.930483305   | 12.787045956  |
| 305236:6307 | 10/18/17 11:28:42 | 23   | 23   | 8.082715999    | 6.553225461   |
| 305237:6307 | 10/18/17 11:42:18 | 1146 | 1146 | 357.669899644  | 341.536928964 |
| 305247:6308 | 10/18/17 23:58:28 | 377  | 375  | 132.847406634  | 123.752985988 |
| 305248:6308 | 10/19/17 02:26:29 | 957  | 952  | 276.315900089  | 261.160746453 |
| 305252:6308 | 10/19/17 09:09:00 | 548  | 548  | 99.128993441   | 96.774294295  |
| 305282:6309 | 10/19/17 15:28:19 | 133  | 133  | 46.899341669   | 44.812614638  |
| 305310:6311 | 10/19/17 20:28:01 | 394  | 389  | 138.741534659  | 128.892719370 |
| 305311:6311 | 10/19/17 23:03:23 | 153  | 153  | 51.346144732   | 47.936742715  |
| 305312:6311 | 10/20/17 00:05:08 | 227  | 227  | 73.261934786   | 69.098959449  |
| 305313:6311 | 10/20/17 01:35:47 | 741  | 739  | 181.368703537  | 172.822185372 |
| 305314:6311 | 10/20/17 06:25:45 | 404  | 404  | 71.444176425   | 69.656820993  |
| 305336:6312 | 10/20/17 12:11:09 | 206  | 206  | 71.884029363   | 66.937474952  |
| 305338:6312 | 10/20/17 13:32:38 | 107  | 103  | 37.130684214   | 33.484059903  |
| 305341:6312 | 10/20/17 14:14:05 | 503  | 500  | 162.201953426  | 153.666884604 |
| 305349:6312 | 10/20/17 17:29:36 | 34   | 30   | 9.488387450    | 3.935651031   |
| 305350:6312 | 10/20/17 17:43:01 | 21   | 15   | 5.760742309    | 3.874876813   |
| 305351:6312 | 10/20/17 17:51:38 | 868  | 868  | 188.159361896  | 181.381257154 |
| 305358:6313 | 10/21/17 02:01:05 | 162  | 158  | 57.175965714   | 50.132733604  |
| 305364:6314 | 10/21/17 05:43:21 | 98   | 94   | 34.278955671   | 30.751164641  |
| 305365:6314 | 10/21/17 06:21:12 | 825  | 825  | 264.687024350  | 251.959066337 |
| 305366:6314 | 10/21/17 11:46:55 | 1239 | 1239 | 243.677632958  | 236.383766749 |
| 305376:6315 | 10/22/17 00:11:09 | 98   | 98   | 34.548906757   | 32.984272363  |
| 305377:6315 | 10/22/17 01:10:10 | 1514 | 1514 | 422.439180819  | 403.810592338 |
| 305405:6317 | 10/22/17 18:15:49 | 496  | 494  | 171.780887319  | 161.161848007 |
| 305406:6317 | 10/22/17 21:45:00 | 1458 | 1458 | 332.819822398  | 320.507630397 |
| 305440:6318 | 10/23/17 10:50:33 | 272  | 266  | 95.255728218   | 83.944027121  |
| 305441:6318 | 10/23/17 12:36:13 | 121  | 121  | 38.481397215   | 36.997901498  |
| 305516:6323 | 10/23/17 23:42:58 | 555  | 552  | 189.347063672  | 172.619399302 |
| 305517:6323 | 10/24/17 03:42:14 | 163  | 163  | 50.312390240   | 34.365966651  |
| 305518:6323 | 10/24/17 04:48:59 | 1134 | 1134 | 246.627964910  | 237.432455454 |
| 305586:6324 | 10/24/17 17:46:56 | 531  | 531  | 182.366616391  | 172.413642501 |
| 305589:6324 | 10/24/17 22:47:21 | 691  | 691  | 172.559342974  | 165.065612179 |
| 305590:6324 | 10/25/17 03:17:26 | 1004 | 1004 | 158.721967998  | 154.616753152 |
| 305636:6325 | 10/25/17 13:27:50 | 2326 | 2326 | 555.429895601  | 531.706555278 |
| 305766:6337 | 10/27/17 04:37:33 | 848  | 847  | 280.188294714  | 266.895306985 |
| 305809:6341 | 10/27/17 23:20:38 | 142  | 142  | 49.414027406   | 46.454940278  |
| 305814:6343 | 10/28/17 06:17:08 | 1823 | 1823 | 475.768691199  | 453.247141521 |
| 305821:6344 | 10/28/17 20:29:22 | 772  | 772  | 258.219450144  | 243.406533875 |
| 305832:6346 | 10/29/17 11:22:50 | 180  | 180  | 63.487662291   | 58.695251555  |
| 305840:6346 | 10/29/17 15:39:01 | 1144 | 1141 | 266.864361705  | 255.380706163 |
| 305842:6346 | 10/29/17 23:07:26 | 862  | 862  | 120.184869972  | 117.166033554 |
| 305862:6347 | 10/30/17 11:28:42 | 625  | 625  | 215.129227103  | 204.518586791 |
| 305898:6348 | 10/30/17 20:22:11 | 711  | 711  | 243.957099928  | 233.424483368 |
| 305902:6349 | 10/31/17 04:27:05 | 469  | 469  | 163.403638245  | 155.962024648 |
| 305967:6351 | 10/31/17 16:08:26 | 32   | 32   | 11.245269041   | 10.621799665  |
| 306029:6355 | 11/01/17 18:28:41 | 34   | 32   | 11.995312588   | 9.261987829   |
| 306030:6355 | 11/01/17 18:41:57 | 110  | 110  | 38.783229343   | 35.352243241  |
| 306036:6356 | 11/01/17 22:43:47 | 4    | 4    | 1.410351601    | 0.073605700   |
| 306037:6356 | 11/01/17 22:46:26 | 49   | 44   | 17.303309585   | 12.342353078  |
| 306038:6356 | 11/01/17 23:06:46 | 139  | 138  | 49.042562492   | 44.647008283  |
| 306041:6356 | 11/02/17 00:07:18 | 320  | 320  | 108.745973765  | 101.144840754 |
| 306042:6356 | 11/02/17 02:14:22 | 371  | 365  | 108.990057468  | 101.507016946 |
| 306048:6356 | 11/02/17 04:39:06 | 140  | 136  | 35.967783063   | 32.515729269  |
| 306049:6356 | 11/02/17 05:33:33 | 358  | 358  | 80.175620944   | 76.542620106  |
| 306051:6356 | 11/02/17 08:00:13 | 415  | 415  | 74.042736826   | 72.006806172  |
| 306091:6358 | 11/02/17 18:43:55 | 208  | 198  | 69.433901637   | 61.311822813  |
| 306092:6358 | 11/02/17 20:04:27 | 972  | 972  | 238.602380962  | 223.462703889 |
| 306095:6358 | 11/03/17 02:42:56 | 300  | 300  | 51.347223815   | 50.018649686  |
| 306121:6360 | 11/03/17 13:15:57 | 96   | 91   | 33.861045794   | 28.998410357  |
| 306122:6360 | 11/03/17 13:53:17 | 127  | 127  | 44.832302429   | 41.092983327  |
| 306125:6360 | 11/03/17 14:46:12 | 2970 | 2964 | 591.002200015  | 569.860714515 |
| 306126:6360 | 11/04/17 10:14:24 | 497  | 497  | 32.070076991   | 31.428905283  |
| 306134:6362 | 11/04/17 17:39:47 | 32   | 24   | 11.307811943   | 7.041504834   |
| 306135:6362 | 11/04/17 17:52:01 | 1095 | 1095 | 353.582074619  | 333.619516436 |
| 306138:6362 | 11/05/17 01:32:21 | 1298 | 1298 | 221.970760394  | 215.218534901 |
| 306139:6362 | 11/05/17 10:17:58 | 1112 | 1112 | 105.637366341  | 103.646732858 |
| 306153:6364 | 11/06/17 02:35:56 | 88   | 83   | 31.069228804   | 26.764994712  |
| 306154:6364 | 11/06/17 03:10:19 | 1215 | 1213 | 367.364007656  | 339.091104120 |
| 306155:6364 | 11/06/17 11:12:05 | 1440 | 1440 | 229.285063705  | 223.236510944 |
| 306169:6364 | 11/06/17 21:43:34 | 745  | 735  | 70.495617285   | 67.619789198  |
| 306170:6364 | 11/07/17 02:33:04 | 22   | 15   | 1.812903599    | 1.158207291   |
| 306171:6364 | 11/07/17 02:41:35 | 503  | 503  | 37.136488272   | 36.507680908  |
| 306418:6370 | 11/09/17 02:11:31 | 74   | 66   | 26.036451128   | 21.010601001  |
| 306419:6370 | 11/09/17 02:41:06 | 62   | 58   | 21.782629523   | 18.651674434  |
| 306420:6370 | 11/09/17 03:06:38 | 108  | 108  | 37.724647282   | 34.648111918  |
| 306422:6370 | 11/09/17 04:30:37 | 118  | 115  | 38.211257382   | 35.157152115  |
| 306423:6370 | 11/09/17 05:16:28 | 333  | 323  | 94.709469212   | 87.072242692  |
| 306432:6370 | 11/09/17 08:44:06 | 339  | 339  | 35.038507744   | 34.044136277  |
| 306454:6371 | 11/09/17 14:18:49 | 89   | 85   | 31.277265120   | 27.188997358  |
| 306455:6371 | 11/09/17 14:53:13 | 11   | 6    | 3.898134214    | 1.642533739   |
| 306456:6371 | 11/09/17 14:58:09 | 786  | 783  | 251.902231003  | 240.241351359 |
| 306457:6371 | 11/09/17 20:03:47 | 31   | 28   | 8.106300353    | 6.790221326   |
| 306458:6371 | 11/09/17 20:15:39 | 225  | 221  | 55.234948517   | 52.260708839  |
| 306459:6371 | 11/09/17 22:00:10 | 2274 | 2273 | 320.592767791  | 313.148729457 |
| 306460:6371 | 11/10/17 12:48:13 | 73   | 64   | 4.291106486    | 4.020067601   |
+-------------+-------------------+------+------+----------------+---------------+
#Summary: 
+-------+------+--------+--------+-------------------+------------------+
| nfill | nrun | nls    | ncms   | totdelivered(/pb) | totrecorded(/pb) |
+-------+------+--------+--------+-------------------+------------------+
| 175   | 457  | 206287 | 205294 | 44694.928263890   | 42068.228660488  |
+-------+------+--------+--------+-------------------+------------------+
#Check JSON:
#(run,ls) in json but not in results: []
